. Predicted labels before feature engineering,Predicted labels after feature engineering,No. of new features,New feature 1,New feature 2,New feature 3,New feature 4,New feature 5,New feature 6,New feature 7,New feature 8,New feature 9,New feature 10,New feature 11,New feature 12,New feature 13,New feature 14,New feature 15
1,1,15.0,-3.3274812634546267,-2.273803259411372,3.769184792544021,3.515589264148905,-3.5018202652926957,2.9967648465005308,0.3391482634291918,1.689271684976192,1.211906632395453,2.501810285606109,-0.8667630241161196,0.4393369814245811,1.136683269496589,0.4627340600733349,-0.47102174973701577
1,1,,-4.7036459226303196,-5.154814267944081,-0.14538092424359955,4.76634816501726,2.642578281423416,-0.3766544389192775,4.971475021901157,3.4559505104501675,1.1291676484308824,-1.218281282933236,2.790253488617305,-0.931204437040357,-2.56391260726918,1.3053683728715384,0.2026471226453309
1,1,,-2.129981910073521,-5.044843870016291,2.3060891122577196,2.278103882484156,1.778730982193424,-0.03230465263831329,0.5845035553390873,4.53946409600131,-0.6415726993169182,-0.9416543876932597,0.8972491509308804,-0.49084395274088194,-1.221106296450834,0.1420359461094237,1.9950606800694293
1,1,,-2.9753985740375297,-0.9726617857012027,-1.981662772013628,1.0301492510414216,1.4908991136411045,1.100936244103481,0.83811277254754,2.1257196535888214,1.8628523982931455,2.0995935051643406,1.1952548072720073,-3.2281627652254348,-2.302901501096114,0.6179848993421522,2.6701330675627766
1,1,,-3.178209261622869,0.11470860624243423,-0.1373086832178801,5.194367973405324,-0.9358728765785216,0.05803230067368318,2.1272780480648,1.2532795081440447,1.855367437345325,-0.5319865173945267,1.8237726779602053,-1.2495345564947462,0.11902121973794569,0.549167479752011,-0.07232469359789934
1,1,,-4.058954984228667,-0.4490541065006775,2.2600655736415813,-0.2770494502634362,-0.901888582733463,1.6726747156958186,-0.5825172329378064,0.5392221207822265,2.720022573388894,2.3935685237890425,-0.49609615547817326,-0.0035149496354620704,0.8918048458939967,0.03831175600861172,2.8127774116798845
1,1,,-0.5273148128106916,-1.3318386775843996,-1.5895520600215907,1.1909269684135744,0.33936260895686693,-1.441275475147635,-1.9209903027685797,-0.6050798634491741,-3.421923691164636,1.4894997793856815,2.5645276101380823,0.7195468529385854,-1.6957734166589293,-0.676501762132935,0.6457118856120534
1,1,,-1.7458734189942544,-4.640573462421177,-2.6977072982050547,-1.3384748316773871,0.7306778178342944,-1.807831782964277,-0.8250265242435553,-0.933467187805343,-1.122144803091495,1.7875225971560658,0.6288430492360189,-0.8648084470217363,-1.7609874087843138,-0.848131849850156,0.9868168195340423
1,1,,-0.6747476337761681,-2.65529402269143,1.3413287149622317,1.0236613562592665,2.924500326795873,-1.3946958444313793,0.2616054866820828,1.9327134497672291,0.09596939262201919,-1.278532144692876,0.21808144528934686,-0.3163334834005589,-0.9656811984346457,0.16069741059538642,0.035417375242914384
1,1,,-0.9619776215318093,-2.2163389573041403,-1.9317366220420953,1.5801863921622399,0.5816765665093437,-1.7073398287785815,-1.543350467371667,-0.17869421072725541,-3.3720952370245603,1.9050697439731998,1.9309715053160175,0.6991342864463632,-0.709785513274563,0.23996302990023094,-0.7700904331069647
1,1,,-2.7959048803155677,-0.14534931442991134,5.441522705955831,-1.7794404604275342,-2.1211942775236206,0.8367639678124192,-1.1461033787219226,2.203726109264345,0.9406641808221035,0.9339257487710397,-0.8239820846216951,-0.3930909867520935,-1.1446339632463685,0.43150276762161716,-0.21317119502297222
1,1,,-2.304481471181752,-3.8680554239029945,0.7630842029375557,0.21175879994052285,3.621391742921422,-2.054060764015485,0.1911853303397596,3.7485024390133153,0.9113460096955688,-0.16654835509667576,-0.28274418653716116,-0.4663259032756828,0.5654916473598917,-0.3080063206531207,-1.1163553207692305
1,1,,-4.2205040637036895,5.758782093729081,-0.9197203456979267,-0.41467447728024154,0.6546821432836828,-0.9576441078718552,1.3601223548284207,2.221180609512398,2.1201650047560996,-0.5042855300598844,3.1120640501947836,2.518448065362743,2.2087155790159545,-0.6363957904003973,-3.4276308925971306
