. Predicted labels before feature engineering,Predicted labels after feature engineering,No. of new features,New feature 1,New feature 2,New feature 3,New feature 4,New feature 5,New feature 6,New feature 7,New feature 8,New feature 9,New feature 10,New feature 11,New feature 12,New feature 13,New feature 14,New feature 15,New feature 16,New feature 17,New feature 18,New feature 19,New feature 20,New feature 21,New feature 22,New feature 23,New feature 24,New feature 25,New feature 26,New feature 27,New feature 28,New feature 29,New feature 30
6,6,30.0,-4.4060441802428745,-2.722383801524619,-0.9709091635161387,6.686499509952244,-0.22962441843298007,-1.2274283082757926,-2.3506628088659793,-0.9187386007172041,-1.133568104565313,0.2576102240877779,-1.277493470711952,-3.3950018892267746,2.937514451003628,0.474844109862649,2.1910726820643176,0.21073309666965295,1.6746564580599421,-0.9828859774768477,1.514593683899274,-0.24259211722806162,0.8081987859066815,-1.1670246545788667,-0.3356164355780177,0.12339185565106323,0.47155734360665325,-1.3109711697944075,1.0771837345719089,-1.4947725924180852,0.3703637058913336,1.973019715245979
6,6,,-6.323529575261289,-5.747685908323583,-2.9244735543190066,6.879316331818783,2.6696256715186295,1.5759246153020767,1.6441237608785082,0.38780910861060675,1.6868516691468025,2.271222152890991,-0.48652130354316564,0.7871196091935607,-1.534936453709503,-2.941908205403872,0.4764202335844451,-2.078414268094064,0.8043867838739767,1.733182539632052,0.9593415876339264,-0.40480330384296914,0.21860113898870556,-2.26344744984259,-0.8926051871324392,-0.16659819374125778,-0.4022153786954371,1.694955272499456,0.19158040165582063,0.9226984423552156,1.1760072188497912,0.33103110745622905
6,6,,-3.021597592120383,-3.330796068168429,-3.4744613225141032,3.037649623924752,1.555823799381094,-0.6589026427620923,-1.6961417948013633,1.4568096191024393,1.6951338079550424,2.0504177678332054,-1.265779959325709,-0.3854644769117287,-0.5371029406700142,-1.2314960194248707,3.8913467421718004,-2.3960450660901422,1.444059531714763,2.0930406601733247,1.2014891171156168,-0.4131004518693002,1.2921503795945908,-1.3055461711999183,-0.5359201654916415,0.2801565385315187,0.2342433931613649,1.5558622840523173,-0.2689216443859406,-0.4772208722503095,0.25444884654548977,-0.22289274837973097
6,6,,-5.896218698620022,-2.535800647937202,1.1509761406108268,2.3325017785658506,0.6593704037050725,1.4640473749131226,-0.8696504273886067,-1.738306361357161,-1.1742996469713647,2.6991995952327947,1.8792412940840726,-3.950236748223713,-1.1620141651809168,-2.2507738958430625,2.951735398970501,0.9484170310698963,1.0841975761061886,2.525701548883153,-0.44056381898644476,-1.195383687549349,1.005000535939393,0.19161689730804907,0.7128709897983742,-0.20821816977962673,0.8869198064078654,0.7914229424787207,-0.1346160914269552,0.07632986831777586,0.3885051481579851,1.135174795505123
6,6,,-4.622295493035046,-0.8450231938543676,0.7754179978472316,5.414724710685346,2.1616441062013156,1.2669040554488071,-0.7762336591135509,-1.8076895247507119,-1.354496363645879,1.4175007115937819,-0.6699687293895666,0.8178652856413902,-1.1867843009921542,-0.15818889703604275,1.278372053271641,0.33558726968842534,0.15458374193423313,-0.8970594764375518,-0.045317766453018105,0.5870437810568918,-0.16915215565995562,-1.4627594832878692,0.3984896386700639,-0.0738270822435594,-0.12503601812802945,0.6203169341625135,1.136504271920379,-0.7956048134951242,-1.3022878025460423,-0.027335983814229508
6,6,,-3.8861772834114974,-0.7144620056839003,-1.7874693315308852,1.3922544106007877,-0.6631281593960611,0.704314384207592,-0.309448005936793,-1.5863141261592717,-0.7724957786279294,0.177473018712792,-1.9132481435088038,-1.9377141730687355,1.1897506313856125,0.6763172333320628,2.318793211822361,0.8606957380764139,-1.115704392053519,0.9053674489602511,1.790070771506949,0.49172988019529534,-0.4050661861229501,0.4253836886507299,-0.11345861229972386,1.6588738514563268,0.19310048567026675,-0.30614889736493955,2.5369448205691567,1.1358672429764867,0.662783636911359,0.18790280101631263
6,6,,-2.1865007469001765,-0.5720646401062696,0.06687110108159448,-1.013476488794985,0.08695503393781656,4.110114921307035,-0.981391201350499,0.5720609450787539,3.0973771901940372,-1.5747921759130181,-0.793336576402363,-1.107713588639009,1.1294615375011918,-1.0303383363445815,-0.5516161619935449,1.2289204824397397,0.3481216011523982,1.3780018196274573,0.9635046156475456,0.2984555751789613,0.6736273389225181,-1.0824473752585635,-0.038928919790484934,1.1484498128086194,0.25190889392029037,0.4845372026359976,0.1482316312892369,-0.5101946592474154,-0.5828079898159899,0.7344323509109759
6,6,,-3.4277196942761363,-3.002615872724692,-0.6168471987408451,-2.5032047768151005,-1.1239595754736582,3.5148129350673334,0.7611926760068958,-0.09032486142756649,2.3205486211692206,-0.4129623107815102,1.6863352681779027,-1.9331423391713871,-1.245730445567895,-1.2603367761720787,-0.5360543952863147,2.2158095039557923,-1.136520766965461,1.1491400906096825,0.8715409815235573,1.3951119437878143,0.13735632014966648,0.3936665666067861,0.2538200860019387,1.2383128182651362,0.9494232129557572,-0.46102646237841005,1.1887143898728056,-0.8035820513106506,0.14151039939246465,0.4652549285890425
6,6,,-0.05851359890640423,-0.10966886304856793,-3.911170788997834,-0.6260938324513551,1.0305852166966338,-0.08382323848329261,0.12352182865300286,0.7539944533994839,2.3300325582008394,1.3595923297415882,1.1745346515366661,-1.0241108836774862,-2.3257430404418513,-1.0097124834019937,-1.6559562111747634,-0.8001773628049378,-0.42714385455178044,1.8528065074527005,0.222324459701437,0.02813219361819757,-0.38750160881293205,1.4820943705106802,0.8280306959927098,0.001921941129027608,0.594666669381697,-0.4887520121513844,-0.009851540445748597,-0.262345070252609,-0.14531961173268734,1.2897378971343447
6,6,,-2.641795402970882,-1.570077215579968,0.1538445019554533,-0.7860024820021186,0.8601764398915439,4.949037193691236,-0.1473028828117364,-0.2127190742091132,3.9847899283022516,-1.3121000814763926,-0.7018554748197332,-1.0634255155385441,1.8525034872029709,0.6085786142573111,-1.3426954029525442,1.3947238203249535,0.30235571065251793,1.1669714990859903,0.6310831110020909,0.11800378422783957,1.2016931142480023,-1.0899819360856702,0.9865398107700282,0.42749548452379377,0.7388546335236031,-0.7278017076474046,0.43229308390514654,-0.7239828872309031,-0.7541624248127211,-0.39609504853494804
6,6,,-1.0139547409983285,0.7414363349150411,-2.7593466121400496,0.7110025647934827,-1.0826779046013768,-4.854822466176497,-1.240782272234163,-0.6515920044769624,-1.117930789550119,0.6687546743289056,-1.0954054956811836,-1.6453376128389647,-0.7902195702795265,-0.10208838489084435,0.4006098614936608,2.426831502545999,0.49132888802033403,-1.2054156841602357,-0.05084974139789266,-0.32768959841398704,1.6041245460251716,0.811112341852027,1.1540613215875035,-0.5339573149109985,0.06968030178838158,-0.14890097857238854,0.15227294968433858,1.3873117225818294,-0.2860974656276683,-0.5439640867536276
6,6,,-1.2706811931007114,0.0040522457232050465,-4.007377933023402,-1.0889373605296628,1.5247706489457833,0.6215566355588227,1.153756747042285,0.42956574999415936,2.943523146918675,2.4840729316137016,-1.3066413021117111,-1.2570636693431287,-2.9995702699732427,0.03756672909231415,-1.2021592500691696,-0.5866545107999648,-0.9462897147992986,0.19357043381998468,0.47875799818960507,0.99770807804137,1.1175283325208176,-0.38066867291908946,-0.000936130531050933,0.6716475122334823,-0.9338363042146293,-1.4557573556255683,0.6633816219091385,-0.29943651999638576,0.5712987779865406,0.81534108411381
6,6,,-4.204668542656228,6.341238746278044,2.85729710545431,2.3778902046122266,-0.2035035421252677,0.6037452476791825,4.914098281753648,-2.186649630597598,2.2539922330402558,-0.39758327558436873,-4.397572431828994,-0.9744870887951177,-2.002550896784042,1.5885880300497326,-0.22241621563886832,-1.3836344792340247,-1.8981239638614205,1.0883060510503246,-0.004966573477396488,1.4725920570246533,1.6212244227136026,-2.2662991215480193,0.01220893297208992,-0.030470645574481245,-1.3201636255821785,-0.6217668915313102,0.5005589128059862,-0.4702928692803807,-0.009469925430251915,1.909770662924172
6,6,,-0.614176950784437,4.064298818365339,-1.7149618473306631,-0.3744599604462593,-0.3244650929862366,2.6028805322829065,-0.163777665598692,0.4494815856909771,0.6280630467355337,2.1029953420921923,0.3959210854351925,1.4413864214079841,-2.7976101975065975,-0.6698807890753076,0.9422127881344585,0.81053090951584,-0.9110543002219653,0.708064074028064,-1.1085409629059235,2.282050093446291,2.3077050026692767,-0.39447636313352985,0.796143282055756,0.12368368963391517,0.058625929977434724,0.5712154535296091,-0.4334211113514044,0.937354370120029,0.4907485708775984,1.2001647559258122
6,6,,-0.7272606279837383,0.842360972086481,-1.933149396844043,2.4320339677482603,-1.69344626173899,-4.5709339512517815,-1.2900381697812753,-0.3681811133223416,-0.313008555045791,-0.6208594777525343,-1.3668032832510033,-1.1996273815559404,-0.357059532081169,0.6359757610161887,-0.9132368900675064,2.6824458015917543,-0.7382215598746307,0.27448777273983743,0.8182671634392733,0.5782662533709347,1.199142437096239,0.35343120510162523,0.4084071481532203,0.014266606634540978,0.20510657406271599,-0.3504883821791588,-0.3387749684388255,0.8283905526583665,0.11214061427053174,-0.17592474049735368
6,6,,-3.4657337512300073,5.9910392629824685,0.4885475189004332,0.9726620903304964,-0.5296729202706596,1.9477099523901864,2.2592810347309125,-0.8727812385774318,3.2280321013906823,0.20786385889577488,-2.7294850887753617,0.3698818915223563,-2.669966805695554,1.6643470270307126,0.33292262604923983,0.6313594156993915,-1.4011239660434451,0.561753309671273,0.44708069537084694,1.4731331487197954,2.0603429791934498,-0.811367681596261,0.15285888693505426,-0.6162550463776779,-0.34881615252080383,-0.09273617737874555,-0.1544708552638746,0.3141040551677664,-0.4314232392804821,1.9147763290155748
6,6,,-1.379944543185524,1.8378128070919717,0.12120129838806608,-2.5625684000806563,0.5643695551442764,-3.1163909477260225,-1.8643385963855996,-2.945642499175943,2.931412261335957,-1.3592908218430124,-0.16437542999485177,1.7367530171174514,-1.1659041393608616,-0.9643133246391395,-0.07600600562366255,-0.2384795801776093,-0.6138879234689252,0.242535027673464,0.38194486338963424,-0.7364089382308803,-2.310873319171025,0.7391664496184986,0.657436042198569,-0.18929928652734754,-0.5563882193534183,-0.6996413173403814,-0.7653418889856123,1.0652812208002658,-0.057999695293368674,0.13723350667836479
6,6,,-2.3903688552827207,3.3758446221471403,-0.5482464040651852,-1.1952541026679524,-2.2197265804835524,-1.7870264018144755,3.34981157581547,-2.446873969552525,4.68685651550881,1.9209934702476326,-0.05236272108047957,0.2779117680881902,0.6086253519581964,0.8867423124141389,-1.59919636943939,0.4725667276043431,-0.4931528525400777,0.8248180175959846,-0.19461155604710645,0.6872199023732214,0.9843800755466923,0.757591869127335,0.07639964044716833,0.8314680134124361,-0.81260013083487,0.6446017463705507,-0.2510531910315851,-0.8689919495189578,0.5745047574088853,0.5805195424390011
13,13,,2.487779238995031,-3.62549554957307,4.9302940339524115,0.5632462692468739,0.30971444103559626,1.0222767484093847,0.42005719003296504,0.2556886698333597,-2.6491037701305618,2.2272010185845135,1.8649741547264684,3.115147511627419,-1.3319259633113991,0.2612449503764291,0.7447477132715632,0.3491154830996708,2.046454165047971,2.135638615505414,0.8494445973074217,2.2907749247384523,0.06108353803552341,0.21537832127357234,-0.9967918955214939,-0.3636670641840252,-1.168000577024804,0.40696727314739134,0.007539946817631038,-0.12112660398457162,-0.31149010263450627,-0.06988852817431243
13,13,,2.3487695893701437,-2.370998570041468,5.926715437873567,0.341966196409213,1.6940061737872298,2.3815503479130937,-1.2846281102179244,-0.9628807897390345,-2.7157947462174428,1.4177306398190583,1.2002127087382666,2.833376469317562,-1.9751853211463248,0.13511140082299034,-0.24317566692352469,0.22996644575900452,1.8193662089374683,1.8028501031892363,0.842000897153332,2.2317543911443263,-0.24278876977353128,-0.5174859425723435,-0.6684897669702096,-0.42377955621839697,-0.19130617882938583,0.8771017459893637,-0.5906503981994198,-0.038328021905245646,-0.5871369183384634,-0.5831126823266096
13,13,,3.1542315178255054,-5.231299439548948,5.796254533101329,-0.718859730561444,0.9328066244966072,-1.6615251015350525,3.8122688323206924,0.17206289317334966,-0.012658980337460038,-2.2599944681940434,-4.651744922870191,1.7408966149807283,-1.1407660174355179,-0.4865289242473995,-0.4655279369000049,-0.408300225778341,1.281695754211203,0.6430138403334642,0.4041396238096162,1.8064414162592022,1.074457050685767,1.3637587029184275,1.2683156638816857,0.01368438064180251,-0.08799483375126735,-0.3682312407439563,0.5170701154893055,1.1137554775093512,0.828563718922538,-1.109047501955657
